,key,key_confidence,mode,mode_confidence,tempo,track_id,song_id,artist_name,song_title
38161,10,1.0,1,0.932,87.346,TRVJWFZ12903CCB84F,SOIWZWA12AB018C7C7,Desmond Dekker,Pretty Africa
38648,6,1.0,1,0.953,200.704,TRVKALJ128F92F7EBD,SOKGUKV12A8C141266,The Primitives,Summer Rain
38767,4,1.0,1,0.9890000000000001,100.11399999999999,TRDMROQ128F14A597A,SOYLMYW12A6D4F7933,The Besnard Lakes,Rides The Rails
38823,4,0.912,0,1.0,87.397,TRDMKLL128F42B0E37,SOWOGRA12A8C13C318,Nightnoise,Morning In Madrid
39008,11,0.9420000000000001,0,0.9129999999999999,163.94299999999998,TRDHTMJ128F429FAED,SOEKXPR12AF72A3779,Ben's Brother,Home
39106,3,1.0,1,0.912,115.917,TRDRGBI128F9351531,SOPIYJU12AB018097E,Desmond Dekker,It's A Shame
39601,5,1.0,1,0.9,111.883,TRDADBO128C7196C2E,SOFTHRH12A6310E87D,Nick Drake,Place To Be
39782,5,1.0,1,1.0,166.37400000000002,TRDTAUE12903CEFF8C,SOJTTJJ12AC468782E,Lafayette Leake,Trouble In Mind
39946,10,1.0,0,0.981,0.0,TRDLJTR12903CFDED7,SOCWZHM12A6D4F79E2,Claude Vonstroke,Beware of the Bird
40183,4,1.0,0,0.9059999999999999,95.527,TRDVMGH128F92F95AB,SOQUZDW12AAF3B53B0,Claudine Longet,Sugar Me
40324,8,1.0,0,0.9279999999999999,111.09200000000001,TRDDKEQ128F4292BD6,SOPIIRA12A8C13E1D3,G. C. Cameron,I'll Be Around
41758,4,1.0,0,0.925,244.149,TROEPPK128F92F33EC,SODSJZE12A8C142482,Otis Taylor,Lost My Guitar
42155,10,1.0,1,0.951,248.32299999999998,TROXPYJ128F427CC1D,SOOEQFU12A8C13B814,The Fleetwoods,Gone
43864,2,1.0,1,1.0,150.938,TRXDRLB128F92DE270,SOLMPPM12D021B48F7,Taylor Swift,Mary's Song (Oh My My My)
44013,2,0.92,0,0.9209999999999999,76.252,TRXXBOR128F92CDB40,SOJVLGB12A8C142FD5,Vanessa Paradis,Junior Suite
44485,4,0.919,0,0.9129999999999999,146.33700000000002,TRKCHCP128F42187D5,SOFSOBP12A6D4FD8B2,Gideon Smith & The Dixie Damned,Knifedance
44613,1,0.9129999999999999,0,0.9440000000000001,104.154,TRKREFV128F425C19D,SOYIFWR12A58A7AE6A,Lunascape,Carolyn
44637,10,1.0,0,0.882,105.295,TRKRKNA128F4291103,SOHCVCZ12AF72A91E6,Cranes,September
44694,2,1.0,1,1.0,131.92600000000002,TRKBVJU128F92FCAE0,SOTWGOF12AB017BDAE,Staggered Crossing,Save Me Tonight
45347,2,1.0,1,1.0,105.46,TRKUOXO128F427E3B7,SOUPYHL12A58A80DDC,David Allan Coe,Tennessee Whiskey
45681,6,1.0,0,0.9129999999999999,129.987,TRKVLFA12903CD12C4,SOQZPLI12AB0186D42,temposhark,Bye Bye Baby
45972,5,1.0,1,0.9690000000000001,73.89399999999999,TRKKPSE128F933ECEF,SOJTPUR12AB0183A86,Pete Townshend,Content
46142,5,0.998,0,1.0,52.503,TRYMOVZ128EF33FF4F,SOGKHNE12A67ADEA9F,fat jon,look in my eyes
46266,11,1.0,0,1.0,128.017,TRYGIDP12903CE1349,SODSUYQ12A8AE48A9C,Jody Wisternoff,Starstrings
46303,0,1.0,0,0.938,114.94,TRYGKEI12903D08088,SOLSAGB12AC468A4C4,Delegation,Darlin'
46577,11,1.0,1,0.965,95.54299999999999,TRYFBHO128F422B190,SONEEWO12A58A7F42A,Tom Rush,Rockport Sunday [Remastered Album Version]
46741,3,0.909,0,0.868,150.871,TRYZAZK12903CD5EF2,SOWJRRD12AB018A598,Donnie Munro,Love Will Never Die
46978,3,1.0,0,0.81,129.987,TRYNAXP128F93205A9,SOGZYYE12AB0183215,CJ Stone,Shining Star
47066,2,1.0,1,0.991,100.25299999999999,TRYPLQR128F933ADCA,SOIYNML12AB0186935,U2,Walk On
47196,8,1.0,0,1.0,0.0,TRYULKJ128F933B1D9,SOFLJTS12A58A7D920,Cosmic Gate feat. Kyler England,Flatline
47391,0,1.0,0,0.83,148.888,TRYJAMS128F427EEC9,SOBTZUS12A8C13E2AC,Chandeen,Clean The Traces
47468,10,1.0,0,0.94,196.06799999999998,TRYSIAL128F92F961E,SOAQADP12A8C145D96,DJ Billy E,Drop Zone 808 Beats
47788,2,0.948,0,0.935,94.698,TRYKHUQ128F92C59FD,SOEXFAS12A8C140C4F,Jack the Ripper,Aleister
